available_since,company,job_description,job_title,location
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,May 25, 2021,
,About the Role,
As a Data Analyst for the Monetisation & Promotion Platform (MPP), you'll build data products to aid the team in achieving its business objectives. Collaborating with the Business and Product teams, and fellow analysts, scientists, and data warehouse developers, you’ll focus your efforts on supporting the analytics and data products (automated dashboards, reports, alerts, and simulation tools) which aim to create business impact at scale. Specifically, you’ll conduct general analysis on each new feature/product, dive deep into understanding data trends and insights to make sound business decisions, and provide data visualizations to track the platform's overall performance. Your efforts will aid the MPP team at a level of detail that enables our stakeholders to identify and address critical issues, and align deliverables according to the team’s priorities and requirements.,
,
,What You Will Do,
,Conduct data analysis and derive insights using various statistical methodologies and data visualization techniques to help answer business-critical questions,
Design experiments using best practices from academia,
Build & maintain dashboards and other self-serve tools (such as R Shiny or Python Dash) to democratize data,
Be a thought partner to the Product Managers and Business teams on anything related to data,
Proactively identify actions to capture value (e.g. merchant-partner and customer segmentation, retention methods, product success metrics),
,What You Will Need,
,A Bachelor’s degree in any field,
At least 3 years of experience in Business Intelligence / Analytics,
Expert proficiency in SQL and strong experience with a data visualization and dashboarding tools (e.g. Tableau, Metabase),
Good knowledge of ETL tools,
Intermediate R/Python skills for conducting data analysis,
Ability to work equally well independently and in a group setting,
Strong critical thinking abilities to connect the dots, manage several projects at once, all the while keeping your eye on the goal
,About the Team,
Our Data team for the Monetisation & Promotion Platform (MPP) is a group of data nerds with backgrounds in analytics, decision science, data science, and data warehouse. We're spread out across Indonesia, India, and Singapore.,
In collaboration with the Product, Business, and Engineering streams, we design and build the ads and promotion tools that aid hundreds of thousands of merchant-partners across Southeast Asia grow their business. We also act as the thought partner for anything data related for our cross-functional teams to make well-analyzed, data-backed business decisions to ultimately fuel their innovations and evolutions. Through the use of our data products (automated dashboards, reports, alerts, and simulation tools), we dive deep into data surrounding user experience, adoption rates, and in-app behavior, conducting experiments to better understand what makes our users and products gel. Currently, our team has been busy working on improving our ad recommender systems, which will help showcase more relevant and catered content in our consumer app to enhance user experience.,
We are a tight-knit group made up of avid readers, amateur gamers, and coffee connoisseurs. When we aren't busy with work, we enjoy sharing the best places to eat and to visit in our respective cities, so that we can get together and visit each other once COVID subsides.",Data Analyst - Monetisation & Promotion Platform (MPP),Jakarta
30+ days ago,GO-JEK,"About the Role,
As a Lead Data Analyst on the Financial Services Platform, you will be responsible to utilise our voluminous data to improve acquisition, activation, retention, and loyalty for our product. You will be driving the analytics projects of the Growth team across different products, ultimately enabling the Financial Services team to make data-driven decisions.,
,What You Will Do,
Optimize and automate solutions by leveraging Data Sciences & Data Engineers resources,
Analyse our complex and ever-growing data, present insights, and propose strategic options to senior management to drive business decisions,
Maintain rigor in analytical excellence in terms of data analytics, A/B test design, and appropriate statistical tests across the products,
Oversee analytics projects across the products to ensure that best practices are being leveraged and business questions are answered,
Drive analytics projects—spanning across products—that improve efficiency and quality, such as automation or other shared analytical tools (sample size calculators) leveraging scripting languages such as R or Python,
Liaise with other analytical chapters within the Financial Services Platform as well as across Gojek such as Data Science, Data Engineering, Data Governance, Risk Analytics, etc, to ensure that initiatives are aligned and data integrity standards are adhered to,
Mentor analysts to develop their technical and statistics skills,
,What You Will Need,
First and foremost, you must enjoy working with data and numbers,
BS/MS in Statistics, Math, Computer Science, Engineering, Economics, Business, or equivalent experience,
Should have at least 3 years of working experience in an analytical role (data analyst, BI, data science, statistician, etc) with a minimum of 1 year of working experience in the Financial Services field,
Strong project management skill to manage complex projects; also can manage and prioritize multiple internal and external stakeholders,
Strong business acumen and analytical thinking. Comfortable to translate high-level business requirements into structured analytical steps,
Comfortable conducting exploratory data analyses and utilizing Machine Learning/Statistical models to deliver advanced analytics such as customer segmentation, LTV, Survival analysis, etc.,
Understand the details and pitfalls of common frequentist statistical tests: t-test, chi-square, ANOVA, as well as linear & logistic regression. Also comfortable conducting these statistical tests to validate experiments,
Advanced SQL skills with expertise in Excel and Python/R,
Skilled in at least one BI Tools (Tableau, Power BI, etc),
Great data viz and data storytelling skills,
,About the Team,
At Gojek’s Financial Services Platform Team, we wake up thinking about better ways to expand access to savings, insurance, loans, and investments to all Indonesians. We build financial products with partners and deploy at scale to our hundreds of thousands of GoFood merchants, 1 million+GoRide/GoCar drivers, tens of millions of users. We’re looking for talented new colleagues to join us on our mission of universal access to financial services.,
About Us,
Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.',
Our Mission:, To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.,
As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.,
Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.,
Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.","Lead Data Analyst, Financial Services Platform",Jakarta
27 days ago,PointStar Pte Ltd,"Let’s get to know you!,
,
1.Have minimum 1 year(s) experience in the Data Science, Data Analytics, Business Analytics, or related field working with Data.,
,2.We are an advocate of training each other, if you’re a fresh graduate from Engineering (Computer/Telecommunication), Computer Science/Information Technology, Statistics major or looking for a career change; feel free to apply with us. Diversity is a key value to us.
,3.Strong experience in Python, R and SQL, PySpark, Graph, etc. and Big Data platforms such as Cloudera or GCP.,
,4.Willing to be located in Bandung.",DATA ANALYST,Indonesia
30+ days ago,Ninja Van,"Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries.,
At our core, we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a data-driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started! We have much room for improvement and many ideas that will further shape the industry.,
Our Fleet Support Team has an exciting role at Ninja Van Indonesia with the opportunity to contribute by new ideas on how to develop analytical to drive performance then how do We support our core business to deliver satisfaction to our customer.,
The Fleet Support Data Assistant Manager leads a team that manages strategic reporting, initiatives that can give visibility about how de We perform so far, this is a key role working directly with BI, Core Ops, then Senior Management.,
Again If you love great empowerment culture, seek challenge and autonomy, as to be part of problem-solver then We would like to ask you to join with our adventure.,
,Job Description,
Set Analytical Framework related query requirement on a daily basis,
Build data automation and effective dashboard,
Manage stability day to day operational reporting,
Communicate and work extensively with related stakeholder,
Present relevant insights to multiple stakeholders to gain support for driving operational performance,
Coach and brief reporting team,
Ownership of serious issue resolution and escalation management,
Ready to set up a special project if required,
,Requirements,
Bachelor’s degree or higher from top university in a quantitative subject (computer science, mathematics, engineering, statistics or science),
Minimum two year experience as Data Analyst or similar role,
Advanced skill in tools like SQL, R, Phyton, Redash, BI, Ms. Excel, or similar tools,
Experience with data and trends analysis, statistics, program evaluations, forecasting, and business insights,
Good numerical reasoning skills,
Ability to communicate in English,
Experience in business growth or tech consulting industry preferred,
,Submit a job application,
By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice.",Fleet Support Data Analyst (Assistant Manager),Jakarta
11 days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,August 19, 2021,
,About the Role,
If you’re looking to be a part of a dynamic, highly analytical team who enjoys working with data, look no further. As a Data Analyst for the CRM (Customer Relationship Management) team under the Loyalty, Partnership & Monetisation (LPM) Group, you will be building data products to help LPM achieve its business objectives. As part of this team, you are expected to help drive data (science & analytics) strategies and operational initiatives in CRM. Also, as addition, this role is expected to be a thought partner for leaders across Gojek group in all things engagement, retention, loyalty, and consumer lifecycle. For starters, you will do this by working to solve some of the most challenging problems in creating the right onboarding journey for new customers!,
,
,What You Will Do
,Deliver analysis, insights, reporting, data marts, and tools to support the business team,
Perform data modelling in relation to customer behaviour, in-app behaviour, and product features,
Build & maintain data mart and dashboards for tracking business OKR and initiatives,
Ingest both internal and external data to support business needs,
Partner with business teams to make data-informed decisions,
Identify product or business opportunities and support growth with experimentations and recommendations,
,What You Will Need
,More than 3 years of working experience in data-related fields,
Expert in SQL and strong experience with a data visualisation and dashboarding tool (e.g. Tableau, Google Data Studio, etc.),
Practical knowledge of ETL tools and Data Warehouse (e.g. Airflow, BigQuery),
Practical knowledge of programming languages (e.g. Shell, Python) and Python/R for statistical analysis,
Practical knowledge of experiment design and statistical evaluation,
A strong business acumen and communication skill; able to effectively deliver technical presentations to non-technical stakeholders,
Comfortable working independently and collaboratively with minimal guidance,
Ability to manage and prioritise daily tasks while being goal-oriented,
Ability to think critically and strategically,
,About the Team,
Loyalty, Incentives, and Monetization (LPM) Data team is distributed across Indonesia, Singapore, and India.The team helps various pods related to engagement & monetisation topics within Gojek. Various teams within LPM group (among others) are CRM, Promo and Incentive Tools, GoClub (Gojek’s loyalty program) and Growth Platform. In addition to this, the team works very closely with the following teams outside LPM group: product strategy & planning teams, digital marketing, and consumer platform (customer care, home page, etc.).,
An example of a problem that we solve includes designing an efficient loyalty program and the best data driven communication channels for our customers. Should you have a question about which incentives to offer our customers to keep them engaged in the platform, we are your people! Currently, our team has been busy working on Machine Learning based cross-selling offers, which will help Gojek to grow in an efficient manner by recommending the right services to our customers, while at the same time improving customer experience.,
We are a tight-knit group made up of crypto-enthusiasts, national badminton champion, Youtubers, photographers, and movie fanatics! We work hard and play hard, and believe it or not, we actually enjoy each other’s company!",Senior Data Analyst - CRM,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 22, 2021,
,About the Role,
If you’re a data person at heart, this role is for you. As part of the Cartography stream - Gojek's mapping platform - you'll mine insights from a sea of data, build data products, and design experiments and exploratory data analyses. You’ll get to work with a talented troop of business leads, product managers, map operations experts, and fellow data folks, and spend a majority of your time working on some of the most challenging analytical problems in Cartography. You'll develop and deploy data science solutions to improve our mapping products that our users can rely on and enjoy.,
,
,
,What You Will Do,
,Design and analyze experiments,
Perform exploratory data analysis using SQL and R/Python and present relevant findings to business stakeholders to drive business and strategic decisions,
Dive deep into analysis to identify data quality and coverage issues and support business decisions by our Product and Operations teams,
Build self-serve data products such as dashboards and tables to reduce time to insights,
Perform advanced analytics when needed (such as building machine learning models using R/Python or data web apps using Shiny/Dash),
,What You Will Need,
,At least 4 years of practical experience in SQL and R/Python (Heads up - there will be a technical phone screen to test you on this!),
Prior experience with applied statistics and experimental design (Heads up - there will be a technical phone screen to test you on this!),
Prior experience with supervised & unsupervised learning and business analysis is a plus,
Strong ability to tell a coherent data narrative using visualization tools and set best practices in data visualization to convey a product insight through impactful graphs,
Proven ability to recognize business needs and to communicate with multiple stakeholders of varying seniorities within the Product Management, Business, and Operations streams,
Ability to balance attention to detail with swift execution,
Prior experience (research or industry) in the geospatial and mapping domain is a plus,
,About the Team,
Our Cartography team, based in Singapore and Jakarta, is a platform team that surfaces mapping technologies needed by all internal product teams and business units within Gojek. In simpler terms, we make maps fit for our users' needs and provide geospatial insights across the company. At the heart of Gojek’s businesses, we move things around - whether that’s people, food, packages, or fresh groceries. This boils down to knowing the best routes, predicting traffic patterns, and knowing our region like the back of our hand.,
,
We continuously build data products for ETA prediction, mapping error detection, map-matching, location search and ranking, and reverse geocoding. One of our most successful implementations was the generation of new pickup points via unsupervised learning and NLP. We've since deployed the pickup points generation and ETA prediction models in our main markets, and have our sights set on scaling these features to the wider region and beyond.,
,
We’re a tight-knit, high-functioning team who genuinely love what we do, as we can see the results of our efforts play out in our users' everyday lives. When we aren’t working, you’d probably find us with our noses in books, or our eyes glued to the TV screen watching the latest Korean dramas. We also prioritize self-care and wellness, and are equally concerned with each others’ personal and professional developments.",Senior Data Analyst - Cartography,Jakarta
30+ days ago,Surya Artha Nusantara Finance,"Data management & data analytics for risk management
,
Data visualization for reporting
,
Giving strategic recommendations based on data
,Male, max. 28 yo
,
Bachelor's Degree, majoring in System Information, Science, or any related major
,
Great ability in using Ms. Excel for data analytics & Ms. Power Point for data visualization
,
Fluent in English (active and passive)
,
Having experience in data mining (especially query data at SQL developer) & using tools such as Tableau and power bi are much preferred
,
Good time management
,
Highly driven to learn new things",Risk Management - Data Analyst,Jakarta
30+ days ago,Merah Cipta Media,"Responsibilities
,Analysis of multiple data sets across websites, social media and traditional research and generating consumer insights,
,Perform analysis on trends & assists with the creation of final outputs,
,Perform a base-level of analysis on all data extracted (trends, themes, etc.),
,Global data sourcing identification; internally and externally,
,Multi-data set integration methodologies,
,Query building & data extraction – social listening tools and internal business data and social media channels,
,Use multiple internal data analysis and visualization tools to deliver analysis,
,Deliver real-time analysis for brand campaigns / crises / always-on campaigns as required,
,Dashboard and alert design as required,
,Develop a reporting practice that includes, but is not limited to: ad hoc findings/optimization, monthly reporting, quarterly deep dives, competitive comparisons,
,Recommend key takeaways and action items from the results of reporting back to strategy/account teams,
,Continually identify new tools and methods in order to improve tracking and reporting, streamlining the process so that more time is spent on analysis,
,Requirements
,2-4 years experience in data analytics or social listening,
,Fluency in English and Indonesian (strong ability to read and write),
,Strong knowledge and capability in turning information into insights and find implication for business opportunity,
,Has local country insight,
,Experience in manipulating and analyzing large datasets,
,Have experience in data gathering, data analytics or data visualization tools,
,Ability to work with both structured and unstructured data,
,Experience in corporate storytelling or the communication of complex information in a simplified way,
,Market research experience",Data Analyst (GetPlus),Jakarta
30+ days ago,Migo,"Do you believe that everyone should have access to Entertainment and Education?,
,
For 90% of people living in emerging markets, the promise of high-speed internet is a pipe dream. They have limited cellular data budgets and no wireline internet. Their access to data is limited to the most basic functionality. They are not able to participate in the rich data experience of the 10% who has real-time access to virtually any service available at their fingertips.,
At Migo, we level the digital playing field for 3 billion consumers by bringing the best bits of the internet to the corner store. Our disruptive tech solution, created by Kindle tech inventor Barrett Comiskey, provides affordable access to Entertainment, Education, Financial Services, and other digital products and services.,
Backed by Temasek, blue chip VCs and key industry insiders, Migo delivers data 40 times cheaper than the best telco alternative. This allows us to deliver unlimited data consumption to mass market consumers at sachet (pre-paid, small denomination) price points.,
Job Overview,
Migo is looking for a Marketing Data Analyst who will join its growing Marketing Team in Indonesia. This person plays an important role in ensuring that we have a data-driven approach in evaluating our various projects and initiatives across offline channels.,
,Responsibilities,
Analyze the performances of offline and online marketing channels, events and initiatives,
Evaluate the results of various projects against defined KPIs and metrics,
Provide insights and help build recommendations on improvement areas,
Prepare data visualizations and reports that effectively communicate key findings,
Work with Marketing Team and cross-functions in identifying opportunities for growth and optimization,
,Qualifications,
At least 3 yrs’ experience in a data analyst role preferably from a marketing function,
Exhibits strong analytical skills coupled with proficiency in Microsoft Excel, Google Analytics, Google Ads, Tableau, Hootsuite, and similar tools,
Skills on Firebase would be a good plus,
Organized, meticulous and has a bias for action,
Able to communicate ideas clearly, and has good English communication skills,
,Why join us?,
Simple: We bring joy and transformation not only to Emerging Markets but to ,you,, too.,
,
Being an Imagineer means breaking boundaries by imagining, designing, building, and developing innovation to transform lives. Here in Migo, we aren’t just employees. We are ,Leaders, Caring, Relentless, Innovators, Always Improving,, and we carry this in every action as we work together as ,one team, towards ,one goal.,
,
We change the world., Our passion for solving problems fuels us to continue challenging social norms and rebalancing accessibility for everyone. We dream big yet execute simply.,
,
We don’t fear failure., Rather, we take those as an opportunity to improve. We move as one borderless team and build ideas together. Your inputs are valued because all of us are innovators: we believe that our endless curiosity while learning from each other builds the next best thing.,
,
We unlock your full potential ,by being surrounded by a vast diversity of cultures and perspectives. You will be mentored by experts and fellow leaders through knowledge sharing and through fast and straightforward feedback. You will be empowered to grow as an individual and a professional to a whole new level – because as much as you got us, we got you too.,
,
We work hard & play hard!, We know how to take care of you by giving you time. Relax and celebrate with your fellow Imagineers during the company-wide happy hours and culture sharing events across the three offices. Relax with your friends and family by using your unlimited annual leaves. Treat your friends to a night out after your biannual compensation and performance reviews.,
,
We are Imagineers and together let’s transform the world and you.,
Follow us on:,
HP: www.migo.io,
FB: https://www.facebook.com/MigoIndo/,
IG: https://www.instagram.com/migoindonesia/,
LI:https://www.linkedin.com/company/migo",Online Marketing Data Analyst,Jakarta
30+ days ago,HappyFresh,"HappyFresh is the fastest-growing online grocery marketplace in South-East Asia and Asia's Best Company to Work For 2019. Headquartered in Jakarta, we have expanded to major cities in three countries and now operate in Indonesia, Malaysia, and Thailand. Every day, our team delivers the #FreshlyHandpicked quality groceries to thousands of customers.,
As a company, we are here to deliver a simplified life by providing an easy grocery shopping experience with a high-quality service. With our HappyFresh Culture, we believe we can achieve our goals with you in it.,
,
,
What You will be doing,
Processing and gathering complex datasets from multiple data sources
,Identify patterns, Interpret trends, Plot anomalies on the processed data using data extraction tools and statistical techniques,
Owning and handling the end-to-end actions related to a project and work on different sets of analysis:,
Exploratory Data Analysis (EDA), Root Cause Analysis (RCA), Impact Measurement (Pre-Post Analysis), Strategy Building (Supporting product team to define strategies),
Interacting with stakeholders on a day-to-day basis across verticals like Marketing, Ops, Product to understand the problem statements and design a step by step workflow,
Delivering high quality, accurate and impactful analytical solutions to support business growth
,Designing experiments to improve various business process in HappyFresh,
,Who We Are Looking For,
Bachelor/Master degree in Statistics, Mathematics, Economics or Computer Science
,Experience as a Data Analyst or Business Analyst (according to level),
Strong analytical skills with the ability to process & clean data, identify & analyze trends and create insights,
An individual contributor who can own a project, understand the business problem statements, and define the actions to reach the end goal,
Technical expertise in Advanced Excel (VBA is a plus),
Having an experience in working with dashboard tools (Tableau/Qlikview) and Web Analytics Tools (Google Analytics or Amplitude etc.) is a plus,
Advanced knowledge of SQL to query databases and transform datasets,
2+ years of experience in Statistical Programming languages like R or Python,
Having experience in designing the experiments and analyzing the result and ability to present data using effective visualization,
Ability to develop a statistical model to predict customer behavior Guiding new team member to increase their analysis capability and mentoring to the junior team member,
Have an understanding of Machine learning concepts (Prediction Algorithms, Clustering problems, etc.) is a plus
,Having working experience in consulting is a plus,
,Perks,
Employee discounts: affordable grocery special for HappyFreshers!,
Generous medical, dental, and maternity insurance,
HappyHealth; allowance provided to HappyFreshers for health activities and health-related items,
LinkedIn Learning access for all courses!,
Work-from-home days,
12 days of paid leave per year, plus additional 1 day off for every work anniversary,
HappyFit; a free & fun exercise time along with HappyFreshers inviting professional trainers,
HappyMind; a psychological consultation program with experts from Clinician, to keep your mental health in track,
Lactation room for working mothers,
Occasional celebration for when we achieve something big together!,
,See what it's like to work here: http://happyfresh.com/careers",Senior Data Analyst,Jakarta
13 days ago,Zenius Education,"Interpret data, analyze results using statistical techniques and provide ongoing reports
,
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
,
Acquire data from primary or secondary data sources and maintain databases/data systems
,
Identify, analyze, and interpret trends or patterns in complex data sets
,
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
,
Work with management to prioritize business and information needs
,
Locate and define new process improvement opportunities
,Here at Zenius, we value fundamental skills as key components in our recruitment process. To fill this role, you are required to have ZenCore levels of:
,
40 for Math
,
40 for English
,
40 for Verbal Logic
,
For more information on ZenCore and how you can gain a ZenCore level, please click here . For this position, you are also required to have a minimum qualification as follows:
,
Proven working experience as a Data Analyst or Business Data Analyst
,
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
,
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)",Data Analyst - I3087,Jakarta
30+ days ago,PT Adi Media Expertindo,"Persyaratan
,Male / Female
,Bachelor degree in Computer science, Information Technology, Mathematics, Statistics or other related field with minimum GPA of 3.00
,Fresh Graduate are welcome to apply
,Passive English communication skills
,Good attitude, self-motivated, hardworking, and quick learner
,Skilled in SQL, Excel, Power Point, Talend Open Studio, and Python
,Strong analytical and research skills
,Familiar with design / visualization app Tanggung Jawab
,Hai Data Enthusiast!
,
We are hiring passionate and critical people to be our Team as Data Analyst
,
Job Description
,
Customer behaviour data analysis from our extensive datasets
,Create report based on finding
,Build data models to predict future trends & fraud
,Develop report to track key performance metrics
,PT. Adi Media Expertindo is the leading IT Company with 12 years experiences, We focusing on software development, Data Management, Enterprise Resource Planning and Customer Relationship Management.
,
Have a FUN experience with us to be able to learn new things that can further increase your technical skill with our great and smart team. Disclaimer: melamar pekerjaan di Karir.com tidak dipungut biaya",Data Analyst,Jakarta
30+ days ago,RED Communication,"Requirement
- Experience 1st in working within a marketing/business intelligence environment
- Experience 1st working with analytical software (e.g. Google Analytics)
- Experience 1st in data analysis techniques and advanced Excel
- Strong proficiency with Microsoft Word and PowerPoint for producing client reports and presentations
- Experience in measuring and analyzing online marketing campaigns including, organic and paid search, email, affiliate, display, and social ads
- Enthusiastic and self-motivated
- Meticulous attention to detail, with an overall passion for continual improvement",DATA ANALYST,Jakarta
11 days ago,Traveloka,"Traveloka is a Southeast Asian internet unicorn focused on travel and mobility. Currently we are rapidly expanding in the region and globally. To achieve this, we need to ensure that we have a world class fraud platform that is safe for our customers.,
,
As a Data Analyst (DA) in the credit card risk & fraud group, you will need to understand the credit card flow, that includes the payment flow, from booking to checkout; and the fraud management of it, that includes identifying fraud patterns. You will be required to provide timely analytics, as well as product recommendations to shape the future of Traveloka's fraud platform. DAs are critical roles within our business and you know that you can make the greatest impact by gaining in-depth and comprehensive business domain knowledge.,
,
In turn, we'll provide you with a mature analytics environment to work in. Reproducibility and full version control is a default in our systems so that you can easily learn from your teammates and build on foundations that have already been developed. Our collaborative team will ensure that you're more productive than you've ever been in a few short months.,
,
Our techstack: ,BigQuery, dbt, Python, Github, Google Data Studio, Plotly Dash, Airflow, Google Cloud Build,
,
Main Responsibilities :,
,
,Understand our credit card flow, which includes transaction and fraud prevention.,
,Develop dashboards not just for monitoring, but to produce actionable insights that decision makers can use to steer the business.,
,Work with other product and/or data teams to provide data context for cross-functional initiatives.,
,Work with the business to answer tactical questions that will affect the development of product features.,
,Develop ETL pipelines within a robust framework that is highly automated and does not require a large team to maintain and monitor,
,Enable our key stakeholders to improve their understanding and analytical power,
, ,Qualifications :,
,
,2+ Years working experience with at least a Bachelor degree in a quantitative field.,
,You have to be curious and hungry to learn, take ownership of your own journey, having bias for action and impact oriented.,
,Strong foundations in data manipulation and inferential statistics with Python and SQL.,
,Being meticulous towards details, having empathy for your stakeholders and peers.,
,Strong in communications to both non-technical and technical audiences.,
,Comfortable working with open-ended questions and potentially ambiguous problem statements.,
,Existing business domain knowledge in any financial service product (payment/fraud/etc.) is preferred but not required",Data Analyst - Financial Services,Tangerang
2 days ago,Willis Towers Watson,"THE SEGMENT,
,Talent and Rewards,
,Willis Towers Watson’s Talent & Rewards segment is about helping clients invest for optimal return in individual and organizational performance. Organisations need effective talent and reward programs, processes and technology to deliver results. And that requires a talent and reward strategy that aligns with your business strategy. We rely on data, analytics and experience to help pinpoint the talent and workforce needs that are vital to overall organisational performance. We also develop strategies and design and implement programs that address these needs, drive higher performance and ensure the right return on an organisation’s investment in people.,
,
,THE ROLE,
,As a Rewards Analyst you will work as part of a team on a wide variety of compensation and benefits surveys and consulting assignments. You will serve as a key resource for the consultant in charge of each of your engagements by working with clients to collect compensation and benefits data, conduct checks and validation as well as support data analysis and reporting by heavily utilizing excel and other technology tools. As you grow and gain more expertise, you will become a key contact for the client and will begin taking on a larger project manager role for certain projects.,
,You will contribute to varied and interesting projects such as:,
,Validating data cash and benefit submission,
,Design of HR trends/ pulse surveys and events,
,Supporting survey administration,
,Creating benefit summary,
,
,THE REQUIREMENTS,
,Bachelor degree in Industrial Engineering will be preferable,
,1-2 years of experience in HR,
,Reward / Compensation and Benefits experience is preferred but not essential,
,Consulting experience not essential but beneficial,
,A good team-player with high degree of personal initiative and with keen interest in pursuing a long-term career in human resources consulting,
,Strong working knowledge of the following PC-based software applications for analysis and reporting: Excel, Word, PowerPoint, Access and other data analysis programs,
,Able to convey ideas in coherent, fluent and logical manner,
,Good written and verbal communication skills in English,
,Entry level candidate are welcome to apply,
,
,Willis Towers Watson is an equal opportunities employer and does not discriminate on any basis. We support flexible working and this role will be considered on a flexible basis,.",Senior Analyst - Rewards & Data Services,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,August 5, 2021,
,About the Role,
,
,Gone are the days of colorless tasks and idle work routines. As our risk, you will be working extensively with Risk Analysts, Data Scientists, Software Engineers and Product Managers to detect unusual patterns, combat financial crimes and prevent fraudulent activities. You will take part in evaluating the risk assessment of both existing & new products, creating optimum solutions that would prevent fraud, building models that would measure risk assessment & strategizing on process efficiency. join us in a race to fight organized fraud, and provide a safe platform that our customers count on and love to come back to!,
,What You Will Do
,Use a variety of software tools to evaluate potential abuse / fraudulent transactions, provided feedback and share business insights with internal stakeholders,
Implement procedures to achieve consistent annotation needed for training target statistical models,
Validate Machine Learning model accuracy and generate feedback and insights on what could be improved,
Find edge cases around false negative on machine learning models,
Investigate anomalies in our data and operations,
Identify, analyze, and interpret trends or patterns from a given dataset,
,What You Will Need
,Bachelor degree in Computer Science, Business Analytics or related quantitative fields (Mathematics, Economics, Computer Science, Information Management or Statistics),
At least 2 years of experience in performing data validation,
Superb attention to detail and interested in analyzing a large amount of data,
Excellent communication skills in both English and Bahasa Indonesia,
Working knowledge of Microsoft Word, Excel, and PowerPoint,
Attention to detail while working under tight deadline not only individually but also as a part of a team,
,About the Team,
Our objective as Gojek’s Risk Team is to ensure a safe and trusted platform that our users can trust, rely on, and love to come back to. Our team consists of multinational and multi-background individuals, working together to anticipate and predict potential threats to our platform, design and build tools to fight against and mitigate these threats, and implement and enforce these systems at scale. We partner closely with several cross-functional teams to ensure safe and secure transactions for our users, our Gojek businesses, and our extended ecosystem.,
Our team is constantly working on projects that continuously bolster our platform, maintain Gojek’s overall integrity, and improve the resilience of our ecosystem across all the countries and regions we operate in. This is a particularly exciting time to join our family as we’re focused on scaling this team to support Gojek’s growing markets, businesses, and future product launches, propelling our services to all corners of the globe. The questions that are always in the back of our minds are: How do we push the envelope in bolstering our risk mitigation efforts, making them stronger than their last iterations, and how can we effectively increase risk awareness throughout all factions of our company?,
When we aren’t busy fighting potential risks and fraud on our platform, you’d probably find us binge-watching Netflix shows, testing out new food spots around town (mostly ordering in to social distance), and chatting about our coming week on our weekly Zoom calls. Once COVID subsides, we’re excited to be able to meet and socialize over a meal again.",Risk Analyst - Data Validation,Jakarta
